,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
2118,7345005,122044,1,31465480,811429781,3716240332986708527808514050,2478300296007171265623230466,128,128,5506199590038,296024738,981141911416,8633996290,6151,77073284795623,141272370521734,8503,302,17761,65501,1258,829,2165,2160,1137,3359,3348,477,3343,318,1631,3,2180,26,3379,5,2306,33,2438,2302,11111111111111111111
2119,7345065,122045,1,32514055,812478356,3716240332986708528881207299,2478300297160092770229028866,128,128,5511778927664,312817392,981141911417,8635045890,6151,67684493692083,141182164936347,6093,187,17773,65501,1258,829,2166,2160,1132,3359,3348,477,3343,318,1631,3,2180,26,3378,5,2311,34,2438,2294,11111111111111111111
2120,7345125,122046,1,32514055,812477333,2478300293701328253982083074,2478300297160092770230077442,128,128,5508492699766,306518669,981141911416,8633997314,6151,78250112191720,141298139997776,8000,251,17785,65501,1258,828,2166,2160,1133,3358,3348,478,3343,318,1630,3,2180,26,3379,4,2313,34,2438,2295,11111111111111111111
2121,7345185,122047,1,32514052,812478355,3715031407167093899707549699,2478300297160092770230077442,128,128,5500780460380,276096662,980068169592,9707738114,6152,74397526396116,140898705548931,6313,570,17797,65501,1258,829,2164,2159,1136,3359,3348,477,3343,318,1630,3,2179,25,3379,5,2319,33,2437,2301,11111111111111111111
2122,7345246,122048,1,32514056,812477333,3716240332986708528882255875,2478300297160092770230077442,128,128,5499706687917,276084380,981141911417,8635044866,6151,73349551295777,140928764552903,5915,478,17809,65501,1258,829,2165,2160,1137,3359,3348,478,3343,317,1628,3,2180,26,3379,5,2317,34,2438,2300,11111111111111111111
2123,7345305,122049,1,31465479,812477333,3716240332986708528882255875,2477091371340478141055371266,128,128,5501072966670,277157508,981141911417,8635045890,6152,68865603276122,141143522485960,9104,205,17821,65501,1258,829,2172,2167,1140,3359,3349,477,3342,318,1628,3,2181,25,3380,5,2309,34,2438,2305,11111111111111111111
2124,7345365,122050,1,32514055,812478358,2478300293701328253983131651,2478300296007171265623230466,128,128,4580745151489,396775430,980068169593,8635046914,6151,76540714224910,140855747880641,8943,417,17833,65501,1258,828,2166,2160,1135,3358,3348,477,3343,318,1627,3,2181,25,3380,5,2313,33,2439,2300,11111111111111111111
2125,7345425,122051,1,32514055,811429781,3716240332986708528882255875,2478300297160092770230077442,128,128,5756400174147,406199335,981141912440,9707739138,6152,68925736029441,140933046150822,7494,327,17856,65501,1258,829,2166,2160,1137,3359,3349,478,3343,317,1626,3,2181,26,3380,4,2303,34,2439,2300,11111111111111111111
2126,7345485,122052,1,32514056,812477333,2478300293701328253983131651,2478300296007171265622181890,128,128,5501046752287,276104336,981142959993,9708786690,6151,62023726140720,140980306060890,6792,351,17845,65501,1258,828,2166,2161,1137,3359,3348,477,3343,318,1627,3,2181,25,3380,4,2313,34,2439,2298,11111111111111111111
2127,7345546,122053,1,31466502,812477333,2478300293701328253983131651,2478300297160092770230077442,128,128,5499982447630,276124428,981141911417,8635045890,6152,74985939274967,141233696220805,7428,325,17856,65501,1258,829,2166,2160,1138,3359,3349,478,3343,318,1626,3,2181,25,3376,4,2315,34,2438,2300,11111111111111111111
2128,7345605,122054,1,32514055,811428757,2478300293701328253983131651,2478300297160092770230077442,128,128,4521691448363,359002141,981141912441,9708787714,6151,76600843177141,140752674235988,6573,527,17856,65501,1258,828,2166,2160,1143,3359,3348,477,3343,318,1625,3,2181,25,3377,4,2306,34,2438,2303,11111111111111111111
2129,7345665,122055,0,32514068,812478351,3716240332986707429370628099,2478300296007171265623230466,128,128,5505077480449,325139458,974699461496,8635045890,6151,65945032264749,141298141374138,8488,387,17868,65501,1259,829,2150,2145,1140,3358,3349,477,3343,317,1626,3,2166,25,3377,4,2313,34,2438,2296,11111111111111111111
2130,7345725,122056,0,32514068,812478350,2478300293701328253983131651,2478300297160092770229028866,128,128,99052693760001,14685185,973625718648,8635045890,6151,66752485264698,140774133606093,6868,481,17880,65501,1259,829,2148,2143,1150,3358,3348,477,3343,317,1625,3,2164,25,3377,4,2306,34,2438,2304,11111111111111111111
2131,7345785,122057,0,32514068,812478350,2478300293701328253983131651,2478300297160092770230077442,128,128,2201171788801,3147777,972551976824,8635045890,6151,71627273014573,141036140766785,8096,314,17880,65501,1259,829,2147,2142,1145,3359,3349,477,3343,318,1625,3,2162,25,3377,5,2304,34,2438,2300,11111111111111111111
2132,7345846,122058,0,32514068,812478350,2478300293701328253983131651,2478300297160092770229028866,128,128,1100586419201,1050625,972551976824,8635045890,6151,65524125207607,141229421962857,9175,303,17880,65501,1259,829,2146,2141,1143,3358,3348,478,3344,318,1626,3,2162,26,3377,5,2312,34,2438,2295,11111111111111111111
2133,7345905,122059,0,32514068,812478349,2478300293701328253983131651,2478300297160092770229028866,128,128,1100586419201,1049601,972551976824,8635045890,6151,65421047237841,141238003967697,9357,180,17880,65501,1259,829,2145,2140,1144,3358,3349,477,3343,318,1626,3,2161,25,3380,5,2315,33,2438,2300,11111111111111111111
2134,7345965,122060,0,32514068,812477325,3716240332986708528882255875,2478300297160092770230077442,128,128,1100586419201,1050625,971478236024,8633997314,6152,60370161437843,140980313401043,7869,362,17904,65501,1259,829,2144,2140,1146,3358,3348,478,3343,318,1626,3,2160,25,3380,4,2304,34,2437,2304,11111111111111111111
2135,7346025,122061,0,32514068,812478348,3716240332986708528882255875,2478300297158966870323234818,128,128,1100587467777,1050625,970404493176,8635044866,6151,62951438224602,140812809283287,8342,336,17892,65501,1259,829,2144,2138,1147,3358,3349,478,3343,318,1627,3,2159,25,3380,4,2307,34,2437,2303,11111111111111111111
2136,7346085,122062,0,31465499,812478347,3716240332986708528881207298,2478300296007171265623230466,128,128,1100586419201,1049601,969329702776,9751778306,6151,59622836866315,140903003924167,7415,313,17880,65501,1259,829,2138,2133,1145,3355,3345,452,3340,318,4095,1552,2151,25,3374,5,2308,33,2438,2305,11111111111111111111
2137,7346146,122063,0,32514068,812478347,2478300293701328253983131651,2478300297160092770229028866,128,128,1100586419201,1050625,970404493177,9708787714,6151,72932936912110,140576576317042,9011,832,17880,65501,1259,829,2142,2136,1146,3358,3348,477,3343,318,1614,3,2155,25,3377,4,2316,34,2437,2299,11111111111111111111
2138,7346205,122064,0,32514068,812477323,3716240332986708528882255875,2478300297160092769156335618,128,128,1100586419201,1049601,970405541752,9707739138,6151,74036752158055,140860038194898,9232,225,17868,65501,1259,829,2141,2136,1143,3358,3348,477,3344,318,1624,3,2157,25,3377,5,2308,34,2437,2306,11111111111111111111
2139,7346265,122065,0,32514068,812478347,2477091367881713623734683651,1240360256721790990724106241,128,128,1100586419201,1050625,969330752376,9708787714,6151,64549160422678,141216533653150,8279,628,17856,65501,1259,829,2141,2136,1145,3358,3349,478,3343,318,1626,3,2157,25,3379,5,2317,34,2437,2300,11111111111111111111
2140,7346325,122066,0,32514068,812478347,2478300293701328253983131651,2478300297160092770230077442,128,128,1100586419201,1050625,970405541753,8635044866,6151,66297214668107,140988891932288,7856,671,17856,65501,1259,829,2140,2135,1143,3358,3348,478,3342,318,1628,3,2156,25,3379,4,2313,34,2437,2296,11111111111111111111
2141,7346385,122067,0,32514068,812478347,3716240332986708528882255874,1240360257874712495330953218,128,128,2200098046977,1050625,969330751352,8633996290,6152,76609436454012,141263770166913,7364,260,17856,65501,1259,829,2139,2135,1146,3358,3348,477,3343,318,1629,3,2155,25,3379,5,2305,34,2437,2302,11111111111111111111
2142,7346446,122068,0,32514068,812478346,3715031407167093899707549698,2478300297160092770230077442,128,128,1100587467777,1050625,968257009529,8635044866,6151,71236427451635,140851459794552,8732,496,17845,65501,1259,829,2139,2134,1144,3358,3348,477,3343,318,1630,3,2154,25,3378,5,2318,33,2436,2301,11111111111111111111
2143,7346505,122069,0,32514068,812478347,3716240332986708528882255875,2478300296007171265623230466,128,128,1100586419201,1050625,969331799928,8633997314,6151,72383185685719,141066211698302,8354,516,17833,65501,1259,829,2138,2133,1147,3358,3348,477,3342,317,1630,3,2154,25,3378,5,2308,33,2438,2305,11111111111111111111
2144,7346565,122070,0,32514068,812478346,2478300293701328253983131650,2478300296006045365715338242,128,128,1100586419201,1049601,968257010553,8635045890,6151,71975168249165,140915868968662,9123,663,17821,65501,1259,829,2138,2133,1145,3357,3348,477,3343,317,1631,3,2152,25,3378,5,2306,34,2438,2302,11111111111111111111
2145,7346625,122071,0,32514068,812478345,2478300293701328253983131650,2478300297160092770230077442,128,128,1100586419201,2098177,968257009529,9708786690,6151,71940807265549,141164976875148,8746,486,17809,65501,1259,829,2137,2132,1145,3357,3348,477,3343,318,1632,3,2152,25,3378,4,2319,33,2437,2301,11111111111111111111
2146,7346685,122072,0,32514068,812477321,3716240332986708528882255874,2478300296007171265623230466,128,128,1100586420225,1049601,968258058104,8633997314,6151,72383184833889,140293113980615,9083,541,17797,65501,1259,829,2136,2132,1150,3358,3348,477,3343,318,1633,3,2151,25,3378,4,2309,34,2437,2306,11111111111111111111
2147,7346746,122073,0,32514068,812478346,3716240332986708528882255874,2478300297160092770229028866,128,128,1100587467777,2098177,968257010552,8635045890,6151,78065427352894,141220829996642,5393,684,17785,65501,1259,829,2136,2131,1148,3358,3349,478,3343,318,1634,3,2150,25,3377,5,2307,33,2437,2305,11111111111111111111
2148,7346805,122074,0,31465492,812477321,2478300293701328253983131650,2478300296006045365715339266,128,128,1100586419201,2098177,968257009528,8635044866,6151,62835473321325,141134909220418,7278,226,17773,65501,1259,829,2135,2130,1145,3357,3349,477,3342,318,1634,3,2149,26,3377,4,2304,34,2437,2301,11111111111111111111
2149,7346865,122075,0,32514068,812478345,3716240332986708528882255874,2478300296007171265622181890,128,128,2200098046977,1049601,967182219128,9708787714,6151,66469012638951,140825688155859,7708,298,17773,65501,1259,829,2134,2130,1143,3358,3349,477,3343,318,1635,3,2149,25,3377,5,2313,34,2437,2296,11111111111111111111
2150,7346925,122076,0,32514068,812477321,2478300293701328253983131650,2478300296007171265622181890,128,128,1100586419201,1050625,967183267705,8633997314,6151,72357418700130,141255182067243,5436,853,17761,65501,1259,829,2134,2129,1143,3357,3348,477,3343,318,1636,3,2148,25,3377,5,2312,34,2438,2295,11111111111111111111
2151,7346985,122077,0,31465492,812477320,2478300293701328253983131650,2478300297160092770229028866,128,128,1100586419201,1050625,967183267704,9707739138,6151,72164145958060,140812794537673,9297,654,17749,65501,1259,829,2133,2128,1143,3357,3349,477,3343,318,1637,3,2147,26,3377,5,2315,34,2438,2297,11111111111111111111
2152,7347046,122078,0,32514068,812477320,3716240332986708528882255874,2478300297160092770229028866,128,128,1100586419201,1049601,966109525880,9707739138,6151,73791936793865,140860028364492,8283,492,17737,65501,1259,829,2133,2128,1143,3357,3348,477,3343,318,1638,3,2146,25,3377,5,2314,33,2437,2297,11111111111111111111
2153,7347105,122079,0,32514068,812477320,3716240331833787024275408898,2478300297160092770229028866,128,128,1100586419201,2099201,967183267704,9708787714,6151,73018841173445,141079086835408,7292,552,17725,65501,1259,829,2132,2127,1142,3357,3348,477,3342,318,1639,3,2148,26,3376,5,2312,34,2438,2294,11111111111111111111
2154,7347165,122080,0,31465492,812478344,2478300293701328253982083074,2478300297160092770229028866,128,128,1100586419201,1050625,966109525880,8633997314,6151,59597071846744,140542220707526,5910,742,17749,65501,1259,829,2132,2127,1141,3357,3348,477,3343,317,1640,3,2147,25,3376,5,2307,34,2437,2304,11111111111111111111
2155,7347225,122081,0,31465492,812478343,2478300293701328253983131650,2478300297158966870322186242,128,128,1100586419201,2098177,966109525880,9708787714,6151,75093303954851,141220819576457,9189,507,17702,65501,1259,829,2131,2126,1147,3357,3348,476,3342,318,1641,3,2146,25,3379,4,2304,33,2437,2303,11111111111111111111
2156,7347285,122082,0,32514068,812477319,2478300293701328253983131650,2478300296007171265622181890,128,128,1100586419201,1050625,965035784056,9707740162,6151,75428318219685,140928750790260,9044,561,17690,65501,1259,829,2131,2126,1141,3357,3348,477,3343,318,1642,3,2146,25,3379,5,2314,34,2437,2297,11111111111111111111
2157,7347346,122083,0,32514070,811429766,2478300293701328253983131650,2478300296007171265622181890,128,128,1100586419201,1049601,956445848440,8651823106,6152,63866267831616,140902995469890,6703,408,32767,65501,1259,824,2108,2105,1148,3353,3344,452,3339,318,4095,1531,2124,25,3374,5,2317,33,2437,2298,11111111111111111111
2158,7347406,122084,0,32514072,812478340,2478300293700202354075240450,2478300296007171265622181890,128,128,1100586419201,1050625,962888300408,9747585026,6151,71064633347526,141001762350744,9110,214,17702,8450,1250,829,2122,2118,1143,3354,3345,452,3339,318,4095,1542,2139,25,3375,4,2313,34,2438,2299,11111111111111111111
2159,7347465,122085,0,31465498,812478340,2478300293701328253982083074,2478300297160092770229028866,128,128,1100587467777,1050625,961814558584,9753876482,6151,74509184536089,141220819248834,9112,196,17690,65501,1259,829,2122,2117,1145,3354,3344,452,3340,318,4095,1528,2136,26,3372,4,2304,34,2437,2301,11111111111111111111
2160,7347525,122086,0,31465497,812478340,3716240332986708528882255874,2478300297160092770229028866,128,128,4402342528001,4196353,961815607161,8667550722,6151,77661698919959,141177860335309,8810,464,17678,8433,1250,828,2121,2116,1147,3353,3345,452,3339,318,4095,1519,2135,26,3372,4,2304,33,2436,2302,11111111111111111111
2161,7347585,122087,0,32514074,812478340,3716240332986708528881207298,2478300296007171265622181890,128,128,132070256947201,17830914,961814558585,9741293570,6151,68650858974697,140954537895626,5858,479,17666,65501,1259,829,2120,2116,1144,3354,3345,451,3339,318,4095,1542,2134,25,3373,4,2315,34,2437,2298,11111111111111111111
2162,7347646,122088,0,32514052,812477321,3716240332986708528882255874,2478300297160092770229028866,128,128,4519472661505,392538117,975773202296,8633997314,6152,75986665016811,140855747552882,7553,311,17654,8433,1250,828,2154,2149,1134,3357,3348,477,3342,318,1633,3,2170,26,3376,5,2305,33,2437,2303,11111111111111111111
2163,7347705,122089,1,32514077,811428755,3716240332986708528881207298,2478300297160092770230077442,128,128,5679341372424,393665550,978994427769,9707739138,6152,63075994045763,140988896716405,6610,155,17642,65501,1258,828,2161,2156,1125,3357,3348,477,3342,318,1643,3,2176,26,3378,5,2315,33,2437,2298,11111111111111111111
2164,7347765,122090,1,31465498,811428753,3716240332986708528881207298,2478300297160092770230077442,128,128,4672047809537,419851268,980068169592,9707740162,6151,67830519434754,140787036399295,6407,844,17630,65501,1258,828,2162,2156,1126,3357,3348,477,3342,318,1646,3,2176,26,3378,5,2317,34,2437,2300,11111111111111111111
2165,7347825,122091,1,32514072,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,4738513896449,451324930,978995477369,8633998338,6151,72061055340092,141018962339461,8564,210,17618,65501,1258,828,2162,2157,1127,3357,3347,477,3342,318,1646,3,2176,26,3377,5,2306,34,2436,2303,11111111111111111111
2166,7347885,122092,1,32515096,811427732,2478300293701328253983131650,2478300297160092770229028866,128,128,5839081440257,449153027,980068169592,8635045890,6151,79280902639092,141190746744534,9052,137,17595,65501,1258,828,2162,2157,1126,3357,3348,477,3342,318,1647,3,2176,26,3377,4,2304,34,2436,2302,11111111111111111111
2167,7347946,122093,1,32514070,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,5791813731329,438745094,977920685944,8635045890,6152,76656679783901,141147793270475,8900,113,17583,65501,1258,828,2163,2157,1122,3357,3348,477,3342,318,1647,3,2176,26,3376,5,2314,33,2436,2298,11111111111111111111
2168,7348005,122094,1,32514069,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,4623733621886,410435640,978994427769,8635045890,6152,69831973211708,140877233006109,8465,173,17583,65501,1258,828,2170,2164,1126,3358,3348,477,3342,318,1648,3,2176,26,3376,5,2305,34,2438,2302,11111111111111111111
2169,7348065,122095,1,31465493,811428756,3716240332986708528882255874,2478300296007171265622181890,128,128,5705001075716,397847738,980068169592,9708787714,6151,73203517427329,140907284145859,9224,208,17571,65501,1258,828,2163,2157,1121,3357,3348,476,3343,318,1649,3,2176,26,3376,5,2310,33,2437,2293,11111111111111111111
2170,7348125,122096,1,31465492,811428754,2478300293701328253983131650,1240360257874712495329904642,128,128,4677338924038,370586876,971478235000,9708788738,6152,69286517083697,141023248131687,7335,356,17559,65501,1258,829,2163,2158,1128,3357,3348,476,3342,318,1649,3,2176,26,3376,4,2306,33,2436,2304,11111111111111111111
2171,7348185,122097,1,31465492,811428756,3716240332986708528882255874,2478300296007171265622181890,128,128,5504330893319,437688571,980068169592,9707740162,6152,75475557813909,140941637723847,8975,290,17559,65501,1258,828,2163,2157,1121,3357,3348,477,3342,318,1649,3,2176,26,3376,4,2308,33,2437,2291,11111111111111111111
2172,7348246,122098,1,32514067,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,5768240694276,454462636,980068169592,8633997314,6152,71695988690554,141289549669949,8043,233,17547,65507,1258,828,2163,2158,1120,3357,3348,477,3343,318,1650,3,2176,26,3376,5,2311,33,2438,2294,11111111111111111111
2173,7348305,122099,1,33562643,811428756,2478300293701328253982083074,2478300297160092770229028866,128,128,4612943774883,447108162,981141911417,9708788738,6151,64123965738501,140950246401679,7207,160,17547,65501,1258,828,2163,2158,1128,3357,3348,476,3342,318,1650,3,2176,26,3376,5,2306,34,2438,2304,11111111111111111111
2174,7348365,122100,1,31465490,811428756,2478300293701328253983131650,2478300297158966870323234818,128,128,4502457418765,363221244,980068169592,9707740162,6151,71275086483028,141225115068023,8652,542,17547,65501,1258,828,2164,2158,1120,3358,3348,477,3343,318,1650,3,2176,26,3376,4,2307,34,2436,2290,11111111111111111111
2175,7348425,122101,1,32514065,811428756,3716240332986708528882255874,2478300297160092770230077442,128,128,5605180834830,441861950,980068169592,8633996290,6151,77837787991713,140920179664589,8466,504,17535,65501,1258,828,2164,2158,1122,3358,3348,476,3343,318,1650,3,2176,26,3376,5,2311,34,2437,2294,11111111111111111111
2176,7348485,122102,1,31465488,811428756,2478300293701328253983131650,2478300297158966870322186242,128,128,5600873296910,398875445,981141911417,8635046914,5128,64785384738427,140954535536201,6405,202,17535,65501,1258,828,2164,2158,1124,3357,3348,476,3342,318,1650,3,2176,26,3376,5,2315,34,2437,2299,11111111111111111111
2177,7348545,122103,1,31465488,811428756,2478300293701328253982083074,2478300297160092770230077442,128,128,5520396137488,354830588,981141911416,8633997314,6151,65305083514391,141147803887253,7425,216,17535,65507,1258,828,2164,2158,1120,3357,3348,477,3343,318,1650,3,2177,26,3376,5,2309,33,2436,2292,11111111111111111111
2178,7348665,122105,1,32514064,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,4476672948237,364267339,980068169592,9707739138,6152,78387547934287,141225123915481,6102,222,17535,65501,1258,828,2164,2158,1121,3357,3348,477,3343,318,1650,3,2177,26,3376,5,2313,33,2437,2296,11111111111111111111
2179,7348725,122106,1,31465487,811428756,2478300293701328253983131650,2478300297160092770230077442,128,128,5519299353613,343291719,980068169592,8633998338,6151,71846309137924,141070483465758,9296,227,17535,65507,1258,828,2164,2158,1124,3357,3348,476,3342,318,1649,3,2177,26,3376,5,2303,34,2436,2300,11111111111111111111
2180,7348785,122107,1,32514063,811428757,2478300293701328253983131650,2478300297160092770230077442,128,128,5507462010894,309739332,980069218168,9708786690,6151,70995910594102,140726900434646,5861,711,17535,65507,1258,828,2164,2158,1125,3357,3348,477,3342,318,1650,3,2177,26,3376,5,2303,34,2437,2300,11111111111111111111
2181,7348846,122108,1,31465486,811428757,2478300293701328253982083074,2478300297160092770229028866,128,128,4433734848526,355872578,980068169592,8651823106,6151,66091060301322,141147811620317,8898,386,17535,65501,1258,828,2162,2157,1121,3354,3345,452,3339,319,4095,1499,2166,26,3373,4,2316,34,2437,2294,11111111111111111111
2182,7348905,122109,1,32514061,811428757,3716240332986708528882255874,2478300297160092770229028866,128,128,5584799685646,368452415,981141911416,8672794626,6152,73293718556183,140924454381166,9356,608,17547,65507,1258,828,2164,2159,1121,3357,3348,476,3342,318,1638,3,2178,26,3377,5,2308,34,2437,2306,11111111111111111111
2183,7348965,122110,1,32514061,812477333,2478300293701328253983131650,2478300296007171265623230466,128,128,4498113178638,368458553,981141911417,8633998338,5127,74616571498070,140963130975952,6242,397,17547,65501,1258,828,2164,2159,1127,3357,3348,477,3342,318,1646,3,2178,27,3377,5,2306,33,2437,2303,11111111111111111111
2184,7349025,122111,0,32514061,812478353,2478300293701328253983131650,2478300297160092770230077442,128,128,5554706595854,357972782,980068169592,8633997314,6152,59846179360133,140718312859233,6471,172,17559,65507,1258,828,2164,2159,1122,3358,3348,477,3342,318,1647,3,2178,26,3377,4,2316,34,2438,2299,11111111111111111111
2185,7349085,122112,1,31465485,812477332,3716240332986708528882255874,2478300296007171265622181890,128,128,5514739071160,343293733,981142959992,9707739138,6151,65167641611681,141190761883125,8056,294,17559,65501,1258,828,2165,2159,1122,3358,3348,477,3342,318,1647,3,2178,27,3377,4,2314,33,2437,2297,11111111111111111111
2186,7349145,122113,1,31465484,811428757,2478300293701328253983131650,2478300297160092770230077442,128,128,5513921198094,335951494,975773202296,8633998338,6151,65987978726930,140842867304139,5690,839,17571,65507,1258,829,2164,2159,1128,3358,3348,477,3342,318,1646,3,2178,26,3377,4,2308,34,2436,2304,11111111111111111111
2187,7349205,122114,1,32514060,812477333,3716240332986708528882255874,2478300297160092770231126018,128,128,5525741775886,349578027,981141911416,9708787714,6151,75814859771396,140829988431431,5770,383,17571,65501,1258,828,2164,2159,1120,3358,3348,477,3343,318,1646,3,2179,26,3378,5,2308,34,2437,2306,11111111111111111111
2188,7349265,122115,1,31465484,811428756,2478300293701328253983131650,2478300297160092770230077442,128,128,5564362917901,362165034,981141911416,8633998338,6151,73628728692129,140795618731654,7419,221,17583,65501,1258,828,2165,2159,1123,3358,3348,477,3342,317,1645,3,2179,26,3378,5,2316,34,2437,2298,11111111111111111111
2189,7349325,122116,1,31465484,811429781,2478300293701328253983131650,2478300297160092770229028866,128,128,5560045958158,351682331,981141911417,8633998338,6152,73628717092375,141246600062565,8512,181,17595,65501,1258,828,2165,2159,1124,3357,3348,477,3342,318,1644,3,2179,26,3378,5,2315,33,2437,2298,11111111111111111111
2190,7349385,122117,1,32514059,811428757,3716240332986708528882255874,2478300297160092770230077442,128,128,5528937845775,346436309,980068169592,9707739138,6151,69011635244401,141018967713448,7269,638,17595,65501,1258,828,2164,2159,1122,3358,3348,477,3342,318,1644,3,2179,26,3378,4,2312,33,2437,2295,11111111111111111111
2191,7349445,122118,1,32514059,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,5508565052436,317072637,981141912440,9707738114,6151,74028149247470,141259483915906,8759,250,17606,65507,1258,828,2165,2159,1123,3357,3348,477,3342,318,1644,3,2179,26,3378,4,2311,34,2436,2295,11111111111111111111
2192,7349505,122119,1,31465483,812477333,2478300293701328253983131650,2477091370187556636448524290,128,128,5506426998798,305535762,980068169592,8633997314,6152,66825498791268,141147811751393,8156,254,17606,65501,1258,828,2164,2159,1126,3358,3348,477,3342,318,1644,3,2180,26,3378,5,2316,33,2436,2300,11111111111111111111
2193,7349565,122120,1,31465483,811428757,3716240332986708528882255874,2478300297160092770230077442,128,128,5525736522766,346430249,981141910392,9708787714,6152,74247203655051,140838568470134,7171,280,17618,65501,1258,828,2164,2159,1125,3358,3348,476,3342,318,1643,3,2180,26,3379,5,2316,33,2437,2298,11111111111111111111
2194,7349625,122121,1,32514058,811428757,3716240332986708528881207298,2478300296007171265623230466,128,128,5553619212302,356919078,980068169593,9707739138,6152,77665992904143,141195039221468,9145,493,17630,65501,1258,828,2165,2159,1130,3358,3348,477,3343,318,1643,3,2180,26,3378,5,2305,34,2438,2306,11111111111111111111
2195,7349685,122122,1,31465482,812477333,3716240332986708528882255874,2478300297160092770229028866,128,128,5551452872718,353775387,980068169592,8633996290,6152,66529145851143,140941657974259,7801,248,17630,65501,1258,828,2165,2159,1124,3358,3347,477,3343,317,1642,3,2180,26,3379,4,2313,33,2436,2299,11111111111111111111
2196,7349745,122123,1,31465482,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,4426185080846,343287586,980068169593,9707739138,6151,67959362161948,141134923835054,8511,322,17642,65501,1258,828,2165,2159,1129,3358,3348,477,3342,318,1641,3,2180,26,3376,5,2304,34,2437,2300,11111111111111111111
2197,7349805,122124,1,31465482,811428757,3716240332986708528882255874,2478300296007171265623230466,128,128,5511743314957,328603442,981141911416,8633997314,6151,67929301322992,140945941669581,6817,821,17654,65501,1258,828,2165,2159,1125,3357,3348,477,3343,319,1641,3,2180,26,3376,5,2313,34,2437,2296,11111111111111111111
2198,7349865,122125,1,31465482,811428757,3716240332986708528882255874,2478300297160092770230077442,128,128,4422994263077,341129007,981141911417,8633996290,6151,72211381226852,141311024375305,8172,475,17654,65501,1258,828,2165,2160,1125,3358,3349,478,3343,318,1640,3,2178,26,3376,4,2307,34,2436,2304,11111111111111111111
2199,7349925,122126,1,31465481,811429781,2478300293701328253983131650,2477091370187556636448524290,128,128,5548182348962,351610649,981140862840,8635044866,6152,69930758901123,141272370259516,9303,450,17666,65501,1258,828,2165,2159,1125,3358,3348,478,3343,318,1639,3,2178,26,3376,5,2309,33,2437,2292,11111111111111111111
2200,7349985,122127,1,31465481,812477333,3716240332986708528881207298,2478300296007171265623230466,128,128,4481966153940,350566169,981141911416,9708787714,6152,67843406826716,141328204179014,7288,908,17678,65501,1258,828,2165,2160,1126,3358,3348,477,3343,318,1639,3,2178,26,3377,5,2315,34,2436,2298,11111111111111111111
2201,7350045,122128,1,32514057,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,5597567150147,356928282,981141911416,8635044866,6151,64012298882282,140619522320074,6026,624,17690,65501,1258,828,2165,2160,1130,3358,3348,477,3343,318,1638,3,2178,26,3377,5,2304,34,2437,2302,11111111111111111111
2202,7350105,122129,1,32514057,812477333,2477091367881713624807376898,2478300297160092770230077442,128,128,4495763386574,357899014,981141911417,8633997314,6151,71854900710622,140980305536596,8801,178,17702,65501,1258,828,2165,2160,1130,3358,3348,478,3342,318,1636,3,2179,26,3378,5,2305,34,2438,2301,11111111111111111111
