,nan,nan,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
2203,7350165,122130,1,31465481,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,5615671013390,374738711,981142959993,8633997314,6152,65820474412418,141177861449432,7313,173,17714,65501,1258,828,2165,2160,1129,3358,3348,477,3342,318,1636,3,2179,26,3377,5,2312,34,2437,2295,11111111111111111111
2204,7350225,122131,1,32514056,811428757,3716240332986708528882255874,2478300297160092770230077441,128,128,5575942557710,365322001,980068169592,8633997314,6151,71605798178066,141276660311562,7336,619,17725,65501,1258,828,2165,2160,1131,3358,3348,477,3343,318,1635,3,2179,26,3378,5,2305,34,2437,2303,11111111111111111111
2205,7350285,122132,1,32514056,812477334,2478300293701328253983131650,2478300297160092770230077442,128,128,4425993358350,342248214,981141911416,9708787714,6152,62577779019041,140692527719978,7347,149,17737,65501,1258,829,2165,2160,1129,3358,3349,477,3343,318,1634,3,2179,26,3378,4,2313,33,2437,2296,11111111111111111111
2206,7350345,122133,1,32514057,811429781,2478300293701328253983131650,2478300296007171265623230465,128,128,5515819319310,394671892,981141911416,8633997314,6151,65859134753949,141044715759298,9040,246,17749,65501,1258,829,2165,2160,1133,3358,3348,478,3343,318,1633,3,2180,26,3378,5,2304,33,2437,2302,11111111111111111111
2207,7350405,122134,1,32514056,811429781,2478300293701328253983131651,2478300297160092770230077442,128,128,4449587402766,350636805,981141911416,8635045890,6151,60241317399906,141160682432212,7367,228,17749,65501,1258,828,2166,2160,1131,3358,3349,477,3343,318,1632,3,2180,26,3378,5,2310,34,2437,2293,11111111111111111111
2208,7350465,122135,1,32514056,812477333,3715031407167093899706501123,1240360256721790990724106242,128,128,5617818444158,378948731,981141911416,8633997314,6151,66370224524501,140842867500743,6887,311,17761,65501,1258,828,2165,2160,1132,3358,3349,477,3343,317,1631,3,2175,26,3379,5,2316,33,2437,2298,11111111111111111111
2209,7350525,122136,1,31465480,811428757,2478300293701328253982083074,2478300297160092770230077442,128,128,5709086387211,428232955,981142959992,8635045890,6152,62814001564842,140911583307377,5629,567,17773,65501,1258,828,2166,2160,1132,3359,3348,477,3342,317,1630,3,2180,26,3378,4,2310,33,2438,2306,11111111111111111111
2210,7350585,122137,1,31465480,812477333,2478300293701328253982083074,2478300297160092770230077442,128,128,4605279815694,415647476,981141911416,9708787714,5127,75432616856763,141280934569675,9022,393,17785,65501,1258,828,2166,2160,1135,3358,3348,477,3343,317,1630,3,2180,25,3379,5,2319,34,2438,2302,11111111111111111111
2211,7350645,122138,1,32514056,812477333,2478300293701328253983131651,2478300297160092770230077442,128,128,5675800457230,348540670,981141911416,8635045890,6152,74444770905299,141104853689811,8362,184,17785,65501,1258,829,2166,2160,1134,3359,3348,477,3343,318,1629,3,2180,26,3379,4,2312,34,2438,2294,11111111111111111111
2212,7350705,122139,1,32514056,811428757,2478300293700202354075240451,1240360257874712495330953218,128,128,5704791444495,413547215,981141911417,8633997314,6151,78413322259633,141268056286844,5649,255,17797,65501,1258,829,2166,2160,1136,3359,3348,478,3343,318,1629,3,2181,26,3379,4,2318,33,2437,2300,11111111111111111111
2213,7350765,122140,1,32514055,811428757,2478300293701328253983131651,2478300296007171265623230466,128,128,4623533381637,424027368,981142961016,9707739138,6152,72292991372446,141216525133513,9317,665,17809,65501,1258,828,2166,2160,1136,3359,3348,477,3343,317,1628,3,2181,26,3379,5,2316,33,2438,2298,11111111111111111111
2214,7350825,122141,1,32514055,811428757,2478300293701328253983131651,1240360257874712495329904642,128,128,5729493728261,421917847,981141911416,8635044866,6152,64793978277045,141199355618960,8092,456,17821,65501,1258,829,2166,2160,1135,3358,3348,477,3343,318,1628,3,2180,26,3379,5,2313,34,2439,2296,11111111111111111111
2215,7350885,122142,1,32514055,811429781,3716240332986708528882255875,2478300297160092770230077442,128,128,5721971280902,414583959,981142959993,9708787714,6151,71343795801376,141147807426246,9093,790,17821,65501,1258,829,2166,2160,1136,3359,3349,477,3343,318,1628,3,2181,26,3379,5,2315,34,2438,2297,11111111111111111111
2216,7350945,122143,1,32514055,812477333,2478300293701328253983131651,2478300296007171265623230466,128,128,5675800461320,409357460,981141911416,8633998338,6151,73903607843976,140688232228558,7214,556,17833,65501,1258,829,2166,2160,1137,3359,3349,478,3343,318,1628,3,2181,26,3379,4,2305,34,2438,2303,11111111111111111111
2217,7351005,122144,1,32514055,812477333,2478300293701328253983131651,2478300296007171265623230466,128,128,5666136793446,405164146,981142959992,8635045890,6152,70119737920658,141074798552766,8480,761,17833,65501,1258,829,2166,2160,1137,3359,3348,477,3343,318,1627,3,2181,26,3379,5,2319,34,2438,2301,11111111111111111111
2218,7351065,122145,1,32514056,812477333,2478300293701328253983131651,2478300296007171265623230466,128,128,5684390372472,395725877,981141911416,8633997314,6151,71313742433559,141113443821269,8836,401,17845,65501,1258,828,2166,2160,1137,3359,3349,477,3343,318,1627,3,2181,26,3379,5,2317,34,2439,2300,11111111111111111111
2219,7351125,122146,1,32514055,812477334,2478300293701328253983131651,2478300297160092770229028866,128,128,5698348995591,413544462,981141911416,9708787714,6152,71086108707961,141100561016418,9134,821,17845,65501,1258,829,2166,2160,1138,3359,3349,477,3343,318,1626,3,2181,26,3379,4,2318,34,2440,2301,11111111111111111111
2220,7351185,122147,1,32514055,811428757,3716240332986708528882255875,2478300297160092770230077442,128,128,5685464113177,411450390,981142959992,8635045890,6152,70244284042476,141250893588097,9061,760,17856,65501,1258,829,2166,2160,1136,3359,3348,477,3343,318,1627,3,2181,25,3379,5,2313,34,2439,2299,11111111111111111111
2221,7351245,122148,1,32514054,811428757,2478300293701328253983131651,2478300297160092770230077442,128,128,5640367004814,392578107,981141911417,9708786690,6151,71863485140293,140245858264779,8397,496,17856,65501,1258,829,2178,2172,1133,3359,3348,478,3343,318,1626,3,2181,26,3380,4,2313,34,2439,2298,11111111111111111111
2222,7351305,122149,1,32514055,812478358,2478300293701328253982083075,2478300296007171265623230466,128,128,5502928161117,279323759,981140862841,8635045890,6152,61233449274546,141070503388876,9043,410,17868,65501,1258,828,2164,2159,1138,3356,3345,453,3339,319,4095,1511,2180,25,3376,4,2311,34,2438,2298,11111111111111111111
2223,7351365,122150,0,32514075,812478350,2478300293701328253982083075,2478300297160092770230077442,128,128,27513564696578,7406597,971478235000,8673843202,6151,70828411260096,141126330295932,9189,197,17868,65501,1259,829,2145,2141,1142,3356,3345,453,3340,317,4095,1522,2159,25,3373,4,2310,33,2438,2293,11111111111111111111
2224,7351425,122151,0,31465498,812478348,3716240332986708528882255875,2478300297160092770230077442,128,128,4402412850177,3158017,972551976824,9747585026,6151,60761009032367,141014668355214,8083,539,17880,65501,1259,829,2147,2142,1146,3358,3349,476,3343,318,1606,3,2161,25,3378,5,2304,34,2438,2302,11111111111111111111
2225,7351485,122152,0,32514068,812478350,2478300293701328253983131651,2478300297160092770230077442,128,128,2200101195777,1052673,972553025400,9708786690,6151,71996636269819,140641006397014,7377,452,17880,65501,1259,829,2147,2141,1143,3359,3349,477,3343,318,1620,3,2160,25,3378,5,2308,33,2438,2305,11111111111111111111
2226,7351545,122153,0,32514068,812478349,2478300293701328253983131651,2478300296007171265623230466,128,128,1100586419201,1050625,972551976825,8635045890,6151,64811159325872,141229419472458,8653,405,17892,65501,1259,829,2146,2141,1145,3358,3349,478,3344,317,1623,3,2160,25,3377,4,2318,34,2437,2300,11111111111111111111
2227,7351605,122154,0,32514068,812478349,2478300293701328253983131651,2478300296007171265623230466,128,128,1100586419201,1050625,972553025401,9708787714,6151,64063836196066,140726901745216,7438,274,17892,65501,1259,829,2145,2140,1143,3358,3349,478,3343,318,1623,3,2158,25,3377,5,2314,34,2438,2297,11111111111111111111
2228,7351665,122155,0,32514068,812478349,3716240332986708528882255875,2478300297158966870323234818,128,128,1100587467777,1050625,971478235000,8635044866,6151,65940738673952,141242299328210,7801,418,17892,65507,1259,829,2145,2139,1146,3358,3349,477,3344,317,1624,3,2161,25,3377,5,2316,34,2437,2298,11111111111111111111
2229,7351725,122156,0,32514068,812477324,3716240332986708528881207299,2478300297160092770230077442,128,128,1100586419201,1050625,971478235000,8635045890,6151,69501252734217,140726902597284,6490,331,17892,65501,1259,829,2144,2139,1150,3358,3348,478,3343,317,1624,3,2160,25,3377,5,2307,34,2437,2304,11111111111111111111
2230,7351785,122157,0,32514068,812478348,2478300293701328253983131651,2478300296007171265622181890,128,128,1100586420225,1050625,970404493177,8635045890,6151,67035953564900,141074783544965,5534,295,17892,65501,1259,829,2144,2138,1146,3358,3349,478,3343,317,1624,3,2159,25,3376,4,2317,34,2437,2299,11111111111111111111
2231,7351845,122158,0,32514068,812477324,2478300293701328253982083075,2478300296007171265623230466,128,128,1100586419201,1049601,970404493176,8635044866,6151,61091716140216,141126342616778,9246,646,17880,65501,1259,829,2143,2137,1143,3359,3349,478,3343,318,1625,3,2158,25,3376,4,2309,34,2437,2295,11111111111111111111
2232,7351905,122159,0,32514068,812478348,2478300293701328253983131651,2478300297160092770230077442,128,128,1100586419201,1050625,970405541752,9708786690,6151,60060922744095,140911594120805,8937,192,17880,65501,1259,829,2142,2137,1145,3358,3348,478,3343,318,1626,3,2158,25,3379,5,2312,34,2437,2298,11111111111111111111
2233,7351965,122160,0,32514068,812478348,3716240332986708528882255874,2478300297160092770229028866,128,128,1100586419201,1050625,970404493177,9708787714,6151,75707492732071,140718299162277,8821,330,17880,65501,1259,829,2142,2136,1143,3358,3348,477,3343,317,1626,3,2157,25,3380,4,2311,34,2438,2307,11111111111111111111
2234,7352025,122161,0,31465492,812478347,3716240332986708528882255875,2478300296007171265623230465,128,128,2200098046977,1050625,970404493177,9708787714,6151,76360320617662,141285247231606,8397,290,17868,65501,1259,829,2141,2136,1143,3358,3348,477,3343,318,1627,3,2156,25,3380,5,2316,34,2437,2299,11111111111111111111
2235,7352085,122162,0,32514068,812477323,2478300293701328253983131651,2478300296007171265622181890,128,128,1100586419201,1049601,970405541752,9708787714,6151,74921514175564,141061901854317,7189,459,17868,65501,1259,829,2140,2135,1149,3358,3349,477,3343,317,1627,3,2155,25,3379,5,2309,33,2437,2306,11111111111111111111
2236,7352146,122163,0,32514068,812477323,2478300293701328253983131651,2477091371340478141056419842,128,128,1100586419201,1049601,970404493176,8635044866,6151,68723876564274,140877225666261,7159,401,17856,65501,1259,829,2140,2134,1146,3358,3349,478,3343,318,1628,3,2155,25,3379,4,2306,34,2436,2303,11111111111111111111
2237,7352206,122164,0,32514068,812477322,2478300293701328253983131650,2478300297160092770230077442,128,128,1100586419201,1049601,969330751352,8635045890,6151,71790481509620,140984590804690,6201,372,17845,65501,1259,829,2139,2134,1143,3358,3348,477,3343,318,1629,3,2154,25,3379,5,2314,34,2437,2297,11111111111111111111
2238,7352266,122165,0,32514068,812478346,2478300293701328253983131650,2478300297160092770229028866,128,128,1100586419201,1049601,969330751352,8635045890,6152,72542100524279,141233694582480,5671,513,17833,65501,1259,829,2139,2133,1142,3358,3349,477,3343,318,1630,3,2153,25,3379,5,2312,34,2437,2295,11111111111111111111
2239,7352326,122166,0,32514068,812478346,3716240332986708528882255875,2478300296007171265622181890,128,128,1100586419201,1049601,968258058104,8633996290,6152,71661632228685,141134910465744,6464,548,17833,65501,1259,829,2138,2133,1142,3358,3348,477,3343,318,1631,3,2152,26,3378,5,2314,33,2437,2297,11111111111111111111
2240,7352386,122167,0,31465492,812478345,3716240332986708528882255874,2478300297160092770229028866,128,128,1100586419201,1050625,968257009529,8635045890,6151,64570632047755,141186464556738,7325,246,17821,65501,1259,829,2137,2132,1143,3358,3348,478,3343,318,1631,3,2152,25,3378,5,2314,33,2436,2297,11111111111111111111
2241,7352446,122168,0,32514068,812478346,2478300293701328253982083074,2477091371340478141054322690,128,128,1100586419201,1049601,968257010553,9708787714,6151,64574926163205,141091977504468,5804,324,17809,65501,1259,829,2136,2132,1147,3358,3348,477,3343,318,1632,3,2151,25,3378,4,2307,33,2436,2305,11111111111111111111
2242,7352506,122169,0,32514068,812478345,3716240332986708528882255874,2478300296007171265622181889,128,128,1100586419201,1049601,967183267704,8635045890,6151,77202138008820,141242306012842,5845,416,17797,65501,1259,829,2136,2131,1141,3358,3348,478,3343,318,1633,3,2150,25,3378,4,2314,34,2438,2297,11111111111111111111
2243,7352566,122170,0,32514068,812478345,2478300293701328253983131650,1240360257874712495330953218,128,128,1100586419201,1050625,968257009528,9708787714,6151,74199948332104,141216530376374,7480,626,17785,65501,1259,829,2135,2130,1143,3358,3348,477,3343,317,1634,3,2149,25,3378,5,2309,33,2437,2292,11111111111111111111
2244,7352626,122171,0,32514068,812477321,3716240332986708528882255874,2478300297160092770229028866,128,128,1100586419201,1049601,965035784056,8633997314,6151,72851338104202,140726904563411,8624,474,17773,65501,1259,829,2131,2126,1144,3353,3345,451,3339,318,4095,1514,2145,25,3373,4,2309,33,2437,2293,11111111111111111111
2245,7352686,122172,0,32514073,812477319,2478300293701328253983131650,2478300297160092770229028866,128,128,1101660161025,1049601,966109525880,8672793602,6152,61869102927255,141104848447148,9050,419,17761,65501,1259,829,2133,2128,1151,3358,3349,477,3343,318,1622,3,2147,25,3378,5,2306,34,2437,2304,11111111111111111111
2246,7352746,122173,0,32514068,812478344,2478300293701328253983131650,2478300297160092770229028866,128,128,1100586419201,1050625,967183268728,8633997314,6152,75582938484025,141229417440874,6392,452,17749,65501,1259,829,2133,2128,1147,3358,3348,478,3343,318,1634,3,2147,25,3377,4,2304,33,2438,2301,11111111111111111111
2247,7352806,122174,0,32514068,812478344,3716240332986708528882255874,2478300297160092770229028866,128,128,1100587467777,1050625,959667074936,9707739138,6152,69174846819630,141156406011383,7537,589,32767,65501,1259,824,2116,2111,1150,3356,3348,477,3342,318,1636,3,2130,25,3376,4,2313,34,2437,2295,11111111111111111111
2248,7352866,122175,0,32514093,812476289,3716240332986708528881207298,2478300296007171265622181890,128,128,1100586419201,1049601,957519591288,8644581378,6151,64149735804155,140555107116667,6117,976,32767,65501,1259,824,2113,2109,1153,3356,3347,475,3342,317,1637,3,2127,25,3376,5,2314,34,2438,2296,11111111111111111111
2249,7352926,122176,0,32514092,812476287,3716240332986708528882255874,2478300297160092770229028866,128,128,1100586419201,2098177,956446897016,9718325250,6151,71884963056878,140885810554564,8858,183,32767,8531,1250,824,2110,2105,1150,3356,3347,476,3342,317,1639,3,2124,25,3376,5,2305,33,2437,2301,11111111111111111111
2250,7352986,122177,0,32514093,812476287,3716240332986708528882255874,2478300296007171265623230466,128,128,2201171788801,1050626,962888300409,9718324226,6151,71803362413983,141293845227075,8247,292,17845,8548,1250,829,2124,2119,1146,3357,3348,477,3342,318,1639,3,2140,25,3376,4,2303,34,2437,2300,11111111111111111111
2251,7353046,122178,0,32514092,812476286,2478300293701328253982083074,2478300297160092770229028866,128,128,1100587467777,1050625,955372106615,9718325250,6151,67358075456923,140752673384133,5664,183,32767,8560,1250,824,2106,2102,1150,3356,3348,477,3342,318,1641,3,2123,25,3378,4,2311,34,2437,2296,11111111111111111111
2252,7353106,122179,0,31465517,812476286,3716240332986708528882255874,2478300296007171265623230466,128,128,1100586419201,1050625,954298365816,9718324226,5127,74118350114309,140967406610137,9095,340,32767,8571,1250,824,2105,2100,1149,3355,3348,478,3342,318,1642,3,2121,25,3378,5,2315,34,2436,2297,11111111111111111111
2253,7353166,122180,0,32514093,811427709,3716240332986708528881207298,2478300296007171265623230466,128,128,1100586419202,1050625,953224623992,8644582402,6151,64003706850588,140971721107101,7138,473,32767,8577,1250,824,2104,2099,1155,3356,3348,477,3343,318,1643,3,2120,25,3378,4,2308,33,2436,2305,11111111111111111111
2254,7385866,122725,0,32514068,812477324,3716240332986708528882255875,2478300296007171265622181890,128,128,1100586419201,1050625,971478235000,9708786690,6151,63441065151762,140546511152828,9258,580,17952,65501,1259,829,2145,2139,1148,3359,3349,478,3343,318,1618,3,2159,25,3378,5,2309,34,2438,2306,11111111111111111111
2255,7385926,122726,0,32514068,812478348,3716240332986708528882255875,2478300296007171265623230465,128,128,1100586419201,1049602,970404493176,8635045890,6151,77180666711149,140692550592059,9218,241,17952,65501,1259,829,2144,2139,1147,3359,3349,477,3343,318,1618,3,2158,24,3378,5,2310,33,2437,2306,11111111111111111111
2256,7385986,122727,0,32514068,812478348,2478300293701328253983131651,2478300297160092770229028866,128,128,1100586419201,1049601,971479283577,9708786690,6151,63879150636154,141212221384270,9380,200,17940,65501,1259,829,2143,2138,1152,3358,3349,478,3343,317,1619,3,2157,25,3378,4,2308,34,2438,2305,11111111111111111111
2257,7386047,122728,0,32514068,812477324,2478300293701328253983131651,2478300296007171265623230466,128,128,1100587467777,1050625,970404494200,9708787714,6151,74345987968185,140701141771895,7043,243,17940,65501,1259,829,2143,2138,1153,3359,3349,478,3343,318,1619,3,2156,24,3378,5,2307,33,2438,2305,11111111111111111111
2258,7386106,122729,0,32514068,812478347,3716240332986708528882255875,2478300296007171265624279042,128,128,1100586419201,1050625,970404493177,8635045890,6151,67525577542744,141130628867613,8067,296,17928,65501,1259,829,2142,2137,1149,3359,3349,478,3343,318,1621,3,2156,25,3378,4,2318,34,2438,2301,11111111111111111111
