Unnamed: 0,ODT,RowID,param readonly uint16 busVoltages[0:2],param readonly uint16 busCurrents[0:2],param readonly uint16 analogueToDigitalReference,param readonly uint16 sensorCurrent,param readonly uint16 rawGyroTemperature[0:2],param readonly raw3 gyroStatus,param readonly uint16 mtm1Temperature,param readonly uint16 eccStatisticsPacked_7,param readonly uint16 eccStatisticsPacked_6,param readonly uint16 eccStatisticsPacked_5,param readonly uint16 eccStatisticsPacked_4,param readonly uint16 eccStatisticsPacked_3,param readonly uint16 eccStatisticsPacked_2,param readonly uint16 eccStatisticsPacked_1,param readonly uint16 eccStatisticsPacked_0,param readonly uint16 rawGyroTemperature_2,param readonly uint16 rawGyroTemperature_1,param readonly uint16 rawGyroTemperature_0,param readonly uint16 busCurrents_2,param readonly uint16 busCurrents_1,param readonly uint16 busCurrents_0,param readonly uint16 busVoltages_2,param readonly uint16 busVoltages_1,param readonly uint16 busVoltages_0,param readonly uint16 mtm2Temperature,param readonly uint16 eccStatisticsPacked[0:7],param readonly uint16 fss1ErrorCount,param readonly uint16 currRow,param readonly uint32 lastSvUpdate,param readonly uint16 successfulSvUpdates,param readonly uint16 totalFixFailures,cdh.telemetry.DataPool.paramValid
1585,8619714,28732,140693000000000.0,74612300000000.0,32791,7666,2628560000000.0,110000001100000011,39084,0,0,0,0,32723,32723,25,25,37888,610,612,11008,1955,17372,37376,42057,32757,39142,129809441727716775377536728396988416,54459,0,0,0,0,1111111111
1586,8620014,28733,141131000000000.0,70635100000000.0,32789,8320,2628560000000.0,110000001100000011,39191,0,0,0,0,32723,32723,25,25,37888,610,612,20224,1035,16446,11776,40735,32859,39185,129809441727716775377536728396988416,55353,0,0,0,0,1111111111
1587,8620314,28734,140753000000000.0,70051000000000.0,32791,6398,2637150000000.0,110000001100000011,39363,0,0,0,0,32723,32723,25,25,37760,611,614,40448,1272,16310,59904,40080,32771,39262,129809441727716775377536728396988416,56250,0,0,0,0,1111111111
1588,8620614,28735,140851000000000.0,66043800000000.0,32790,8584,2637150000000.0,110000001100000011,39299,0,0,0,0,32723,32723,25,25,37760,611,614,5632,1341,15377,15872,28114,32794,39223,129809441727716775377536728396988416,57144,0,0,0,0,1111111111
1589,8620914,28736,141058000000000.0,73259400000000.0,32789,9178,2628560000000.0,110000001100000011,39118,0,0,0,0,32723,32723,25,25,37888,610,612,29184,2179,17057,37888,40955,32842,39078,129809441727716775377536728396988416,58041,0,0,0,0,1111111111
1590,8621214,28737,140572000000000.0,78993100000000.0,32792,7115,2602790000000.0,110000001100000011,38901,0,0,0,0,32723,32723,25,25,38272,607,606,19200,938,18392,6144,30752,32729,38860,129809441727716775377536728396988416,58935,0,0,0,0,1111111111
1591,8621514,28738,140967000000000.0,76068300000000.0,32788,9181,2585610000000.0,110000001100000011,38655,0,0,0,0,32723,32723,25,25,38528,605,602,2816,2048,17711,50688,28661,32821,38606,129809441727716775377536728396988416,59832,0,0,0,0,1111111111
1592,8621814,28739,141247000000000.0,79177800000000.0,32792,6594,2559840000000.0,110000001100000011,38381,0,0,0,0,32723,32723,25,25,38912,602,596,41472,1188,18435,46592,41282,32886,38348,129809441727716775377536728396988416,60726,0,0,0,0,1111111111
1593,8622114,28740,141122000000000.0,70961600000000.0,32790,8294,2534070000000.0,110000001100000011,38133,0,0,0,0,32723,32723,25,25,39296,599,590,61440,2293,16522,5120,34478,32857,38070,129809441727716775377536728396988416,61623,0,0,0,0,1111111111
1594,8622414,28741,141083000000000.0,66469000000000.0,32790,8236,2516890000000.0,110000001100000011,37994,0,0,0,0,32723,32723,25,25,39552,597,586,12800,1314,15476,19968,29209,32848,37886,129809441727716775377536728396988416,62517,0,0,0,0,1111111111
1595,8622714,28742,140486000000000.0,65043100000000.0,32792,7380,2516890000000.0,110000001100000011,37925,0,0,0,0,32723,32723,25,25,39552,597,586,57088,1758,15144,15360,29216,32709,37822,129809441727716775377536728396988416,63414,0,0,0,0,1111111111
1596,8623014,28743,141169000000000.0,71086100000000.0,32792,5621,2516890000000.0,110000001100000011,37896,0,0,0,0,32723,32723,25,25,39552,597,586,11520,1469,16551,10752,30745,32868,37900,129809441727716775377536728396988416,64308,0,0,0,0,1111111111
1597,8623314,28744,141217000000000.0,72666700000000.0,32790,5678,2516890000000.0,110000001100000011,37950,0,0,0,0,32723,32723,25,25,39552,597,586,11008,2263,16919,2560,42271,32879,38006,129809441727716775377536728396988416,65205,0,0,0,0,1111111111
1598,8623614,28745,140980000000000.0,73817700000000.0,32791,8078,2534070000000.0,110000001100000011,38128,0,0,0,0,32723,32723,25,25,39296,599,590,24832,1481,17187,2048,30418,32824,38135,129809441727716775377536728396988416,563,0,0,0,0,1111111111
1599,8623914,28746,140383000000000.0,64905700000000.0,32791,8663,2551250000000.0,110000001100000011,38316,0,0,0,0,32723,32723,25,25,39040,601,594,16640,2353,15112,62976,30424,32685,38368,129809441727716775377536728396988416,1460,0,0,0,0,1111111111
1600,8624214,28747,141320000000000.0,72825600000000.0,32789,8192,2577020000000.0,110000001100000011,38548,0,0,0,0,32723,32723,25,25,38656,604,600,49152,2052,16956,20480,41062,32903,38599,129809441727716775377536728396988416,2354,0,0,0,0,1111111111
1601,8624514,28748,140267000000000.0,69011600000000.0,32791,9000,2594200000000.0,110000001100000011,38860,0,0,0,0,32723,32723,25,25,38400,606,604,17408,999,16068,28160,29877,32658,38788,129809441727716775377536728396988416,3251,0,0,0,0,1111111111
1602,8624814,28749,141135000000000.0,71708900000000.0,32791,7430,2619970000000.0,110000001100000011,39145,0,0,0,0,32723,32723,25,25,38016,609,610,256,1923,16696,22016,36234,32860,39047,129809441727716775377536728396988416,4145,0,0,0,0,1111111111
1603,8625114,28750,141075000000000.0,68333000000000.0,32793,8706,2637150000000.0,110000001100000011,39298,0,0,0,0,32723,32723,25,25,37760,611,614,512,1073,15910,65024,38210,32846,39317,129809441727716775377536728396988416,5042,0,0,0,0,1111111111
1604,8625414,28751,140843000000000.0,62556300000000.0,32789,6509,2654330000000.0,110000001100000011,39496,0,0,0,0,32723,32723,25,25,37504,613,618,15104,1546,14565,60928,37115,32792,39440,129809441727716775377536728396988416,5936,0,0,0,0,1111111111
1605,8625714,28752,140847000000000.0,74981700000000.0,32793,9138,2671510000000.0,110000001100000011,39743,0,0,0,0,32723,32723,25,25,37248,615,622,55552,2455,17458,5632,32615,32793,39593,129809441727716775377536728396988416,6833,0,0,0,0,1111111111
1606,8626014,28753,140997000000000.0,70201400000000.0,32792,8076,2680100000000.0,110000001100000011,39822,0,0,0,0,32723,32723,25,25,37120,616,624,32256,2434,16345,29184,27673,32828,39715,129809441727716775377536728396988416,7727,0,0,0,0,1111111111
1607,8626314,28754,141186000000000.0,70768300000000.0,32791,8010,2680100000000.0,110000001100000011,39701,0,0,0,0,32723,32723,25,25,37120,616,624,768,1890,16477,37888,28000,32872,39667,129809441727716775377536728396988416,8624,0,0,0,0,1111111111
1608,8626614,28755,140624000000000.0,66855600000000.0,32789,5677,2662920000000.0,110000001100000011,39526,0,0,0,0,32723,32723,25,25,37376,614,620,3072,2122,15566,8192,37777,32741,39472,129809441727716775377536728396988416,9519,0,0,0,0,1111111111
1609,8626914,28756,140504000000000.0,67667300000000.0,32793,5500,2637150000000.0,110000001100000011,39295,0,0,0,0,32723,32723,25,25,37760,611,614,8448,1377,15755,28672,41730,32713,39241,129809441727716775377536728396988416,10415,0,0,0,0,1111111111
1610,8627214,28757,141070000000000.0,65365200000000.0,32790,6106,2619970000000.0,110000001100000011,39007,0,0,0,0,32723,32723,25,25,38016,609,610,54272,1414,15219,3072,27453,32845,38987,129809441727716775377536728396988416,11312,0,0,0,0,1111111111
1611,8627514,28758,140907000000000.0,63501200000000.0,32789,5759,2594200000000.0,110000001100000011,38730,0,0,0,0,32723,32723,25,25,38400,606,604,1024,1656,14785,28160,30638,32807,38707,129809441727716775377536728396988416,12206,0,0,0,0,1111111111
1612,8627814,28759,140383000000000.0,72189900000000.0,32792,5697,2568430000000.0,110000001100000011,38450,0,0,0,0,32723,32723,25,25,38784,603,598,35584,1368,16808,62976,30424,32685,38418,129809441727716775377536728396988416,13103,0,0,0,0,1111111111
1613,8628114,28760,141234000000000.0,69522700000000.0,32788,6206,2542660000000.0,110000001100000011,38245,0,0,0,0,32723,32723,25,25,39168,600,592,23296,982,16187,29696,39526,32883,38222,129809441727716775377536728396988416,13997,0,0,0,0,1111111111
1614,8628414,28761,141109000000000.0,76776900000000.0,32793,7215,2534070000000.0,110000001100000011,38100,0,0,0,0,32723,32723,25,25,39296,599,590,63744,985,17876,53760,32721,32854,38147,129809441727716775377536728396988416,14894,0,0,0,0,1111111111
1615,8628714,28762,140482000000000.0,66005200000000.0,32790,8790,2534070000000.0,110000001100000011,38098,0,0,0,0,32723,32723,25,25,39296,599,590,54272,2175,15368,5120,33717,32708,38103,129809441727716775377536728396988416,15788,0,0,0,0,1111111111
1616,8629014,28763,141165000000000.0,76025300000000.0,32791,6820,2542660000000.0,110000001100000011,38167,0,0,0,0,32723,32723,25,25,39168,600,592,7424,1280,17701,512,35246,32867,38180,129809441727716775377536728396988416,16685,0,0,0,0,1111111111
1617,8629314,28764,141023000000000.0,61276400000000.0,32791,6817,2542660000000.0,110000001100000011,38248,0,0,0,0,32723,32723,25,25,39168,600,592,7168,1550,14267,62976,31185,32834,38253,129809441727716775377536728396988416,17579,0,0,0,0,1111111111
1618,8629614,28765,140826000000000.0,64124000000000.0,32790,5780,2559840000000.0,110000001100000011,38390,0,0,0,0,32723,32723,25,25,38912,602,596,55296,2109,14930,33792,39860,32788,38353,129809441727716775377536728396988416,18476,0,0,0,0,1111111111
1619,8629914,28766,141088000000000.0,69226400000000.0,32792,7582,2568430000000.0,110000001100000011,38580,0,0,0,0,32723,32723,25,25,38784,603,598,10240,1787,16118,16384,39967,32849,38500,129809441727716775377536728396988416,19370,0,0,0,0,1111111111
1620,8630214,28767,140894000000000.0,72529200000000.0,32790,8238,2585610000000.0,110000001100000011,38790,0,0,0,0,32723,32723,25,25,38528,605,602,44032,1331,16887,11264,28882,32804,38693,129809441727716775377536728396988416,20267,0,0,0,0,1111111111
1621,8630514,28768,141208000000000.0,79152100000000.0,32792,7617,2602790000000.0,110000001100000011,38912,0,0,0,0,32723,32723,25,25,38272,607,606,49408,2253,18429,61440,36013,32877,38884,129809441727716775377536728396988416,21161,0,0,0,0,1111111111
1622,8630814,28769,141144000000000.0,66795400000000.0,32792,6664,2611380000000.0,110000001100000011,39005,0,0,0,0,32723,32723,25,25,38144,608,608,61952,1046,15552,28672,42491,32862,39017,129809441727716775377536728396988416,22058,0,0,0,0,1111111111
1623,8631114,28770,140572000000000.0,77361100000000.0,32790,6138,2628560000000.0,110000001100000011,39133,0,0,0,0,32723,32723,25,25,37888,610,612,35584,2274,18012,6144,30752,32729,39129,129809441727716775377536728396988416,22952,0,0,0,0,1111111111
1624,8631414,28771,140860000000000.0,65064600000000.0,32792,5691,2628560000000.0,110000001100000011,39195,0,0,0,0,32723,32723,25,25,37888,610,612,54784,2142,15149,22528,34371,32796,39216,129809441727716775377536728396988416,23849,0,0,0,0,1111111111
1625,8631714,28772,141040000000000.0,62461800000000.0,32790,6494,2637150000000.0,110000001100000011,39203,0,0,0,0,32723,32723,25,25,37760,611,614,43520,1382,14543,24576,28441,32838,39236,129809441727716775377536728396988416,24743,0,0,0,0,1111111111
1626,8632014,28773,141036000000000.0,64471900000000.0,32791,8517,2628560000000.0,110000001100000011,39134,0,0,0,0,32723,32723,25,25,37888,610,612,36608,2226,15011,14336,32942,32837,39119,129809441727716775377536728396988416,25640,0,0,0,0,1111111111
1627,8632314,28774,140860000000000.0,73074700000000.0,32791,9107,2611380000000.0,110000001100000011,38993,0,0,0,0,32723,32723,25,25,38144,608,608,6912,1929,17014,22528,34371,32796,38948,129809441727716775377536728396988416,26534,0,0,0,0,1111111111
1628,8632614,28775,140478000000000.0,70235700000000.0,32790,7056,2594200000000.0,110000001100000011,38777,0,0,0,0,32723,32723,25,25,38400,606,604,62720,1522,16353,60416,38217,32707,38754,129809441727716775377536728396988416,27431,0,0,0,0,1111111111
1629,8632914,28776,140263000000000.0,69784700000000.0,32792,7157,2577020000000.0,110000001100000011,38540,0,0,0,0,32723,32723,25,25,38656,604,600,5888,1089,16248,17920,34378,32657,38509,129809441727716775377536728396988416,28327,0,0,0,0,1111111111
1630,8633214,28777,140285000000000.0,64927100000000.0,32789,6475,2551250000000.0,110000001100000011,38302,0,0,0,0,32723,32723,25,25,39040,601,594,22272,1211,15117,41472,42391,32662,38271,129809441727716775377536728396988416,29222,0,0,0,0,1111111111
1631,8633514,28778,140993000000000.0,62625000000000.0,32791,8381,2525480000000.0,110000001100000011,38043,0,0,0,0,32723,32723,25,25,39424,598,588,2560,1249,14581,18944,32174,32827,38013,129809441727716775377536728396988416,30119,0,0,0,0,1111111111
1632,8633814,28779,140753000000000.0,77172100000000.0,32789,6974,2508300000000.0,110000001100000011,37955,0,0,0,0,32723,32723,25,25,39680,596,584,26880,1947,17968,59904,40080,32771,37833,129809441727716775377536728396988416,31013,0,0,0,0,1111111111
1633,8634114,28780,141178000000000.0,77532900000000.0,32792,8478,2516890000000.0,110000001100000011,37968,0,0,0,0,32723,32723,25,25,39552,597,586,33024,2294,18052,17408,37002,32870,37847,129809441727716775377536728396988416,31910,0,0,0,0,1111111111
1634,8634414,28781,140955000000000.0,73826300000000.0,32790,5592,2516890000000.0,110000001100000011,37949,0,0,0,0,32723,32723,25,25,39552,597,586,63232,1634,17189,19968,42164,32818,37938,129809441727716775377536728396988416,32804,0,0,0,0,1111111111
1635,8634714,28782,141229000000000.0,77425500000000.0,32792,5558,2525480000000.0,110000001100000011,37996,0,0,0,0,32723,32723,25,25,39424,598,588,36608,1900,18027,33280,28768,32882,38025,129809441727716775377536728396988416,33701,0,0,0,0,1111111111
1636,8635014,28783,141156000000000.0,74801300000000.0,32788,6280,2534070000000.0,110000001100000011,38100,0,0,0,0,32723,32723,25,25,39296,599,590,19712,2282,17416,59392,28988,32865,38151,129809441727716775377536728396988416,34595,0,0,0,0,1111111111
1637,8635314,28784,141088000000000.0,76948700000000.0,32789,8281,2551250000000.0,110000001100000011,38279,0,0,0,0,32723,32723,25,25,39040,601,594,61184,1005,17916,16384,39967,32849,38297,129809441727716775377536728396988416,35492,0,0,0,0,1111111111
1638,8635614,28785,140766000000000.0,69454000000000.0,32789,6287,2559840000000.0,110000001100000011,38488,0,0,0,0,32723,32723,25,25,38912,602,596,35840,1279,16171,11264,41837,32774,38467,129809441727716775377536728396988416,36386,0,0,0,0,1111111111
1639,8635914,28786,140778000000000.0,77060400000000.0,32789,8115,2585610000000.0,110000001100000011,38712,0,0,0,0,32723,32723,25,25,38528,605,602,44032,1476,17942,41984,28334,32777,38638,129809441727716775377536728396988416,37283,0,0,0,0,1111111111
1640,8636214,28787,140985000000000.0,68328700000000.0,32789,8837,2602790000000.0,110000001100000011,38967,0,0,0,0,32723,32723,25,25,38272,607,606,14080,996,15909,64000,41175,32825,38834,129809441727716775377536728396988416,38177,0,0,0,0,1111111111
1641,8636514,28788,141071000000000.0,77094800000000.0,32789,8987,2619970000000.0,110000001100000011,39187,0,0,0,0,32723,32723,25,25,38016,609,610,1024,2091,17950,54784,42711,32845,39084,129809441727716775377536728396988416,39074,0,0,0,0,1111111111
1642,8636814,28789,141217000000000.0,67534200000000.0,32791,7369,2637150000000.0,110000001100000011,39304,0,0,0,0,32723,32723,25,25,37760,611,614,19968,2048,15724,2560,42271,32879,39235,129809441727716775377536728396988416,39968,0,0,0,0,1111111111
1643,8637114,28790,140602000000000.0,68135500000000.0,32792,5699,2645740000000.0,110000001100000011,39381,0,0,0,0,32723,32723,25,25,37632,612,616,11008,2118,15864,50176,29763,32736,39303,129809441727716775377536728396988416,40865,0,0,0,0,1111111111
1644,8637414,28791,141088000000000.0,76545000000000.0,32791,8126,2645740000000.0,110000001100000011,39392,0,0,0,0,32723,32723,25,25,37632,612,616,51712,1416,17822,16384,39967,32849,39329,129809441727716775377536728396988416,41759,0,0,0,0,1111111111
1645,8637714,28792,141118000000000.0,76489200000000.0,32790,9169,2637150000000.0,110000001100000011,39277,0,0,0,0,32723,32723,25,25,37760,611,614,23552,1944,17809,60416,38978,32856,39234,129809441727716775377536728396988416,42656,0,0,0,0,1111111111
1646,8638014,28793,140946000000000.0,69595800000000.0,32791,6227,2619970000000.0,110000001100000011,39083,0,0,0,0,32723,32723,25,25,38016,609,610,54784,2287,16204,13312,35907,32816,39059,129809441727716775377536728396988416,43550,0,0,0,0,1111111111
1647,8638314,28794,141259000000000.0,79719000000000.0,32792,8181,2602790000000.0,110000001100000011,38874,0,0,0,0,32723,32723,25,25,38272,607,606,17920,1709,18561,11776,27780,32889,38829,129809441727716775377536728396988416,44447,0,0,0,0,1111111111
1648,8638614,28795,140435000000000.0,68839800000000.0,32791,9189,2577020000000.0,110000001100000011,38632,0,0,0,0,32723,32723,25,25,38656,604,600,19968,979,16028,65024,37449,32697,38576,129809441727716775377536728396988416,45342,0,0,0,0,1111111111
1649,8638914,28796,141015000000000.0,62569200000000.0,32791,9153,2559840000000.0,110000001100000011,38384,0,0,0,0,32723,32723,25,25,38912,602,596,39936,1776,14568,42496,40187,32832,38330,129809441727716775377536728396988416,46238,0,0,0,0,1111111111
1650,8639214,28797,141096000000000.0,69801900000000.0,32791,5475,2534070000000.0,110000001100000011,38115,0,0,0,0,32723,32723,25,25,39296,599,590,17152,1396,16252,36864,30965,32851,38084,129809441727716775377536728396988416,47135,0,0,0,0,1111111111
1651,8639514,28798,141161000000000.0,74049600000000.0,32790,8493,2516890000000.0,110000001100000011,37916,0,0,0,0,32723,32723,25,25,39552,597,586,36864,1050,17241,55808,39746,32866,37876,129809441727716775377536728396988416,48029,0,0,0,0,1111111111
1652,8639814,28799,141165000000000.0,79830700000000.0,32789,8863,2508300000000.0,110000001100000011,37872,0,0,0,0,32723,32723,25,25,39680,596,584,768,2180,18587,512,35246,32867,37842,129809441727716775377536728396988416,48926,0,0,0,0,1111111111
1653,8640114,28800,141010000000000.0,79469900000000.0,32791,8162,2508300000000.0,110000001100000011,37895,0,0,0,0,32723,32723,25,25,39680,596,584,60160,1832,18503,46080,29429,32831,37872,129809441727716775377536728396988416,49820,0,0,0,0,1111111111
1654,8640414,28801,140963000000000.0,74603700000000.0,32793,6873,2525480000000.0,110000001100000011,38082,0,0,0,0,32723,32723,25,25,39424,598,588,38144,1801,17370,40448,33162,32820,37985,129809441727716775377536728396988416,50717,0,0,0,0,1111111111
1655,8640714,28802,140379000000000.0,70575000000000.0,32793,5581,2534070000000.0,110000001100000011,38195,0,0,0,0,32723,32723,25,25,39296,599,590,5632,1486,16432,52736,34925,32684,38180,129809441727716775377536728396988416,51611,0,0,0,0,1111111111
1656,8641014,28803,140980000000000.0,75230800000000.0,32792,9127,2551250000000.0,110000001100000011,38333,0,0,0,0,32723,32723,25,25,39040,601,594,13312,2332,17516,2048,30418,32824,38372,129809441727716775377536728396988416,52508,0,0,0,0,1111111111
1657,8641314,28804,141131000000000.0,77910800000000.0,32790,8321,2568430000000.0,110000001100000011,38520,0,0,0,0,32723,32723,25,25,38784,603,598,58368,1422,18140,11776,40735,32859,38523,129809441727716775377536728396988416,53402,0,0,0,0,1111111111
1658,8641614,28805,140662000000000.0,76927300000000.0,32791,6606,2585610000000.0,110000001100000011,38779,0,0,0,0,32723,32723,25,25,38528,605,602,55552,2147,17911,7168,27787,32750,38682,129809441727716775377536728396988416,54299,0,0,0,0,1111111111
1659,8641914,28806,141178000000000.0,67723200000000.0,32791,9068,2611380000000.0,110000001100000011,39065,0,0,0,0,32723,32723,25,25,38144,608,608,28672,2375,15768,17408,37002,32870,38896,129809441727716775377536728396988416,55193,0,0,0,0,1111111111
1660,8642214,28807,140723000000000.0,77889300000000.0,32790,5542,2628560000000.0,110000001100000011,39276,0,0,0,0,32723,32723,25,25,37888,610,612,60672,1038,18135,15872,41069,32764,39141,129809441727716775377536728396988416,56090,0,0,0,0,1111111111
1661,8642514,28808,140379000000000.0,75505600000000.0,32790,8137,2645740000000.0,110000001100000011,39362,0,0,0,0,32723,32723,25,25,37632,612,616,28672,1143,17580,52736,34925,32684,39315,129809441727716775377536728396988416,56984,0,0,0,0,1111111111
1662,8642814,28809,141075000000000.0,73139100000000.0,32789,8774,2645740000000.0,110000001100000011,39432,0,0,0,0,32723,32723,25,25,37632,612,616,7936,1555,17029,65024,38210,32846,39395,129809441727716775377536728396988416,57881,0,0,0,0,1111111111
1663,8643114,28810,141186000000000.0,64879900000000.0,32787,8018,2654330000000.0,110000001100000011,39507,0,0,0,0,32723,32723,25,25,37504,613,618,32512,1892,15106,37888,28000,32872,39426,129809441727716775377536728396988416,58775,0,0,0,0,1111111111
1664,8643414,28811,140924000000000.0,77219300000000.0,32791,8268,2654330000000.0,110000001100000011,39422,0,0,0,0,32723,32723,25,25,37504,613,618,16640,1266,17979,55296,27893,32811,39348,129809441727716775377536728396988416,59672,0,0,0,0,1111111111
1665,8643714,28812,140723000000000.0,65210600000000.0,32791,6277,2637150000000.0,110000001100000011,39257,0,0,0,0,32723,32723,25,25,37760,611,614,2560,1702,15183,15872,41069,32764,39190,129809441727716775377536728396988416,60566,0,0,0,0,1111111111
1666,8644014,28813,140847000000000.0,65451100000000.0,32792,6248,2619970000000.0,110000001100000011,39036,0,0,0,0,32723,32723,25,25,38016,609,610,52992,1424,15239,5632,32615,32793,38964,129809441727716775377536728396988416,61463,0,0,0,0,1111111111
1667,8644314,28814,141186000000000.0,71365300000000.0,32791,9013,2594200000000.0,110000001100000011,38778,0,0,0,0,32723,32723,25,25,38400,606,604,5376,1883,16616,37888,28000,32872,38725,129809441727716775377536728396988416,62357,0,0,0,0,1111111111
1668,8644614,28815,140860000000000.0,65592800000000.0,32791,9024,2568430000000.0,110000001100000011,38522,0,0,0,0,32723,32723,25,25,38784,603,598,14336,907,15272,22528,34371,32796,38453,129809441727716775377536728396988416,63254,0,0,0,0,1111111111
1669,8644914,28816,140491000000000.0,72713900000000.0,32790,6021,2542660000000.0,110000001100000011,38253,0,0,0,0,32723,32723,25,25,39168,600,592,768,1582,16930,11776,39974,32710,38195,129809441727716775377536728396988416,64148,0,0,0,0,1111111111
1670,8652114,28840,140602000000000.0,63273600000000.0,32792,5618,2559840000000.0,110000001100000011,38469,0,0,0,0,32723,32723,25,25,38912,602,596,40960,2163,14732,50176,29763,32736,38380,129809441727716775377536728396988416,20107,0,0,0,0,1111111111
1671,8652414,28841,141144000000000.0,65386700000000.0,32791,5772,2577020000000.0,110000001100000011,38605,0,0,0,0,32723,32723,25,25,38656,604,600,51968,1798,15224,28672,42491,32862,38582,129809441727716775377536728396988416,21002,0,0,0,0,1111111111
1672,8652714,28842,140821000000000.0,62655100000000.0,32790,9146,2594200000000.0,110000001100000011,38794,0,0,0,0,32723,32723,25,25,38400,606,604,38656,1786,14588,37376,29102,32787,38725,129809441727716775377536728396988416,21898,0,0,0,0,1111111111
1673,8653014,28843,141195000000000.0,81544300000000.0,32790,7350,2602790000000.0,110000001100000011,38977,0,0,0,0,32723,32723,25,25,38272,607,606,62208,776,18986,44544,34257,32874,38902,129809441727716775377536728396988416,22795,0,0,0,0,1111111111
1674,8653314,28844,141109000000000.0,72417500000000.0,32791,6124,2619970000000.0,110000001100000011,39193,0,0,0,0,32723,32723,25,25,38016,609,610,61184,860,16861,53760,32721,32854,39065,129809441727716775377536728396988416,23689,0,0,0,0,1111111111
1675,8653614,28845,141135000000000.0,76738300000000.0,32792,9285,2637150000000.0,110000001100000011,39323,0,0,0,0,32723,32723,25,25,37760,611,614,46848,1820,17867,22016,36234,32860,39213,129809441727716775377536728396988416,24586,0,0,0,0,1111111111
1676,8653914,28846,141161000000000.0,74517800000000.0,32790,9233,2645740000000.0,110000001100000011,39489,0,0,0,0,32723,32723,25,25,37632,612,616,39424,1791,17350,55808,39746,32866,39365,129809441727716775377536728396988416,25480,0,0,0,0,1111111111
1677,8654214,28847,141182000000000.0,70527800000000.0,32791,6999,2662920000000.0,110000001100000011,39529,0,0,0,0,32723,32723,25,25,37376,614,620,15872,2167,16421,27648,32501,32871,39497,129809441727716775377536728396988416,26377,0,0,0,0,1111111111
1678,8654514,28848,141186000000000.0,78241500000000.0,32791,9155,2662920000000.0,110000001100000011,39511,0,0,0,0,32723,32723,25,25,37376,614,620,28416,1232,18217,37888,28000,32872,39498,129809441727716775377536728396988416,27271,0,0,0,0,1111111111
1679,8654814,28849,140912000000000.0,73207800000000.0,32788,6721,2645740000000.0,110000001100000011,39402,0,0,0,0,32723,32723,25,25,37632,612,616,60928,1257,17045,24576,41396,32808,39381,129809441727716775377536728396988416,28168,0,0,0,0,1111111111
1680,8655114,28850,141174000000000.0,78971700000000.0,32793,8810,2637150000000.0,110000001100000011,39230,0,0,0,0,32723,32723,25,25,37760,611,614,13568,2080,18387,7168,41503,32869,39197,129809441727716775377536728396988416,29062,0,0,0,0,1111111111
1681,8655414,28851,140920000000000.0,72172700000000.0,32792,8527,2619970000000.0,110000001100000011,39010,0,0,0,0,32723,32723,25,25,38016,609,610,24320,1061,16804,45056,32394,32810,38967,129809441727716775377536728396988416,29959,0,0,0,0,1111111111
1682,8655714,28852,141105000000000.0,68603600000000.0,32790,5574,2594200000000.0,110000001100000011,38771,0,0,0,0,32723,32723,25,25,38400,606,604,21504,1333,15973,43520,37222,32853,38728,129809441727716775377536728396988416,30853,0,0,0,0,1111111111
1683,8656014,28853,141268000000000.0,79143500000000.0,32790,6332,2568430000000.0,110000001100000011,38509,0,0,0,0,32723,32723,25,25,38784,603,598,11008,2100,18427,18432,34037,32891,38456,129809441727716775377536728396988416,31750,0,0,0,0,1111111111
1684,8656314,28854,140508000000000.0,66198400000000.0,32788,5617,2542660000000.0,110000001100000011,38233,0,0,0,0,32723,32723,25,25,39168,600,592,57344,1053,15413,38912,37229,32714,38218,129809441727716775377536728396988416,32644,0,0,0,0,1111111111
1685,8656614,28855,141234000000000.0,78301700000000.0,32789,8160,2534070000000.0,110000001100000011,38017,0,0,0,0,32723,32723,25,25,39296,599,590,35072,2307,18231,29696,39526,32883,38057,129809441727716775377536728396988416,33541,0,0,0,0,1111111111
1686,8656914,28856,140383000000000.0,79186400000000.0,32789,6165,2516890000000.0,110000001100000011,37964,0,0,0,0,32723,32723,25,25,39552,597,586,14336,1342,18437,62976,30424,32685,37952,129809441727716775377536728396988416,34435,0,0,0,0,1111111111
1687,8657214,28857,141122000000000.0,78653900000000.0,32791,8627,2516890000000.0,110000001100000011,37947,0,0,0,0,32723,32723,25,25,39552,597,586,2816,2501,18313,5120,34478,32857,37987,129809441727716775377536728396988416,35332,0,0,0,0,1111111111
1688,8657514,28858,141036000000000.0,73268000000000.0,32791,8819,2525480000000.0,110000001100000011,38067,0,0,0,0,32723,32723,25,25,39424,598,588,2048,2333,17059,14336,32942,32837,38060,129809441727716775377536728396988416,36226,0,0,0,0,1111111111
1689,8657814,28859,140980000000000.0,73087600000000.0,32792,8690,2542660000000.0,110000001100000011,38247,0,0,0,0,32723,32723,25,25,39168,600,592,31744,2159,17017,2048,30418,32824,38227,129809441727716775377536728396988416,37123,0,0,0,0,1111111111
1690,8658114,28860,141058000000000.0,74234300000000.0,32787,5682,2559840000000.0,110000001100000011,38407,0,0,0,0,32723,32723,25,25,38912,602,596,59136,1300,17284,37888,40955,32842,38380,129809441727716775377536728396988416,38017,0,0,0,0,1111111111
1691,8658414,28861,141251000000000.0,72520600000000.0,32792,5809,2577020000000.0,110000001100000011,38573,0,0,0,0,32723,32723,25,25,38656,604,600,5632,1178,16885,56832,36781,32887,38557,129809441727716775377536728396988416,38914,0,0,0,0,1111111111
